Purchasing Document Number	Item Number of Purchasing Document	Order Number	Order Type	Purchasing group	Net price in purchasing document (in doc	Price Unit	Storage Location	Short text	Name 1	Created on	Item delivery date	Scheduled quantity	Quantity of goods received	Open GR	EOW	WK	ReqDate	ReqQty	ComDate	ComQty	Comp GI Loc	Component	Comp GI Plant	Comp Qty	Base Unit of Measure	MX_SKU	ITEM_FAMILY	ITEM_TYPE	Requirement Tracking Number	Statistics-Relevant Delivery Date
0072941028	00069	000006554914	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/25/2025	20.000	0.000	20.000	04/27/2025	202517	04/25/2025	20.000	04/25/2025	20.000	JBL1	CX07-INT-B1LP-A0	8020	20.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00070	000006554917	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/25/2025	24.000	0.000	24.000	04/27/2025	202517	04/25/2025	24.000	04/25/2025	24.000	JBL1	CX07-INT-B1LP-A0	8020	24.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00071	000006554918	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	04/25/2025	14.000	0.000	14.000	04/27/2025	202517	04/25/2025	14.000	04/25/2025	14.000	JBL1	CX07-INT-B1LP-A0	8020	14.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00072	000006577610	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	04/25/2025	2.000	0.000	2.000	04/27/2025	202517	04/25/2025	2.000	04/25/2025	2.000	JBL1	CX07-INT-B1LP-A0	8020	2.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00073	000006577611	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	04/25/2025	11.000	0.000	11.000	04/27/2025	202517	04/25/2025	11.000	04/25/2025	11.000	JBL1	CX07-INT-B1LP-A0	8020	11.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00075	000006613687	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	04/25/2025	21.000	0.000	21.000	04/27/2025	202517	04/25/2025	21.000	04/25/2025	21.000	JBL1	CX07-INT-B1LP-A0	8020	21.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00076	000006613688	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	04/25/2025	13.000	0.000	13.000	04/27/2025	202517	04/25/2025	13.000	04/25/2025	13.000	JBL1	CX07-INT-B1LP-A0	8020	13.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00077	000006613689	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	04/25/2025	25.000	0.000	25.000	04/27/2025	202517	04/25/2025	25.000	04/25/2025	25.000	JBL1	CX07-INT-B1LP-A0	8020	25.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00078	000006628293	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/27/2025	04/18/2025	106.000	0.000	106.000	04/20/2025	202516	04/18/2025	106.000	04/18/2025	106.000	JBL1	CX07-INT-B1LP-A0	8020	106.000		SFG004081	AD	DIABLO 7		04/20/2025
0072941028	00080	000006628297	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/27/2025	04/25/2025	3.000	0.000	3.000	04/27/2025	202517	04/25/2025	3.000	04/25/2025	3.000	JBL1	CX07-INT-B1LP-A0	8020	3.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941028	00081	000006642596	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	03/06/2025	04/18/2025	78.000	0.000	78.000	04/20/2025	202516	04/18/2025	78.000	04/18/2025	78.000	JBL1	CX07-INT-B1LP-A0	8020	78.000		SFG004081	AD	DIABLO 7		04/20/2025
0072941051	00020	000006464211	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	04/25/2025	22.000	0.000	22.000	04/27/2025	202517	04/25/2025	22.000	04/25/2025	22.000	JBL1	CX07-INT-B1LP-A0	8020	22.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941054	00010	000006332507	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/08/2024	04/25/2025	38.000	0.000	38.000	04/27/2025	202517	04/25/2025	38.000	04/25/2025	38.000	JBL1	CX07-INT-B1LP-A0	8020	38.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941054	00011	000006419200	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	04/18/2025	4.000	0.000	4.000	04/20/2025	202516	04/18/2025	4.000	04/18/2025	4.000	JBL1	CX07-INT-B1LP-A0	8020	4.000		SFG004081	AD	DIABLO 7		04/20/2025
0072941054	00014	000006594101	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/13/2025	04/25/2025	5.000	0.000	5.000	04/27/2025	202517	04/25/2025	5.000	04/25/2025	5.000	JBL1	CX07-INT-B1LP-A0	8020	5.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941054	00015	000006676627	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	03/20/2025	04/18/2025	77.000	0.000	77.000	04/20/2025	202516	04/18/2025	77.000	04/18/2025	77.000	JBL1	CX07-INT-B1LP-A0	8020	77.000		SFG004081	AD	DIABLO 7		04/20/2025
0072941057	00010	000006332510	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/08/2024	04/18/2025	69.000	0.000	69.000	04/20/2025	202516	04/18/2025	69.000	04/18/2025	69.000	JBL1	CX07-INT-B1LP-A0	8020	69.000		SFG004081	AD	DIABLO 7		04/20/2025
0072941057	00011	000006351380	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/17/2024	04/25/2025	29.000	0.000	29.000	04/27/2025	202517	04/25/2025	29.000	04/25/2025	29.000	JBL1	CX07-INT-B1LP-A0	8020	29.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941057	00017	000006535269	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	04/25/2025	39.000	0.000	39.000	04/27/2025	202517	04/25/2025	39.000	04/25/2025	39.000	JBL1	CX07-INT-B1LP-A0	8020	39.000		SFG004081	AD	DIABLO 7		04/27/2025
0072941289	00021	000006583937	ZP58	M12	47770.00	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	02/10/2025	04/21/2025	1.000	0.000	1.000	04/27/2025	202517	04/21/2025	1.000	04/21/2025	1.000	JBL1	MT28908A0-YCCF-HVM	8020	1.000		SFG003484	AD	AMBER 6		10/16/2024
0072941289	00030	000006349817	ZP58	M12	48003.33	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	10/16/2024	04/24/2025	3.000	0.000	3.000	04/27/2025	202517	04/24/2025	3.000	04/24/2025	3.000	JBL1	MT28908A0-YCCF-HVM	8020	3.000		SFG003484	AD	AMBER 6		10/17/2024
0072941289	00040	000006429360	ZP58	M12	48000.00	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	11/26/2024	04/24/2025	1.000	0.000	1.000	04/27/2025	202517	04/24/2025	1.000	04/24/2025	1.000	JBL1	MT28908A0-YCCF-HVM	8020	1.000		SFG003484	AD	AMBER 6		11/27/2024
0072941289	00050	000006483208	ZP58	M12	48004.00	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	12/21/2024	04/30/2025	5.000	0.000	5.000	05/04/2025	202518	04/30/2025	5.000	04/30/2025	5.000	JBL1	MT28908A0-YCCF-HVM	8020	5.000		SFG003484	AD	AMBER 6		12/23/2024
0072941289	00060	000006509103	ZP58	M12	48003.33	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/04/2025	05/08/2025	3.000	0.000	3.000	05/11/2025	202519	05/08/2025	3.000	05/08/2025	3.000	JBL1	MT28908A0-YCCF-HVM	8020	3.000		SFG003484	AD	AMBER 6		01/06/2025
0072941289	00070	000006523545	ZP58	M12	48003.75	1000	JBL1	SFG003484	JABIL CIRCUIT INDIA PRIVATE	01/11/2025	05/09/2025	8.000	0.000	8.000	05/11/2025	202519	05/09/2025	8.000	05/09/2025	8.000	JBL1	MT28908A0-YCCF-HVM	8020	8.000		SFG003484	AD	AMBER 6		01/13/2025
0072943541	00010	000006339584	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	04/25/2025	10.000	0.000	10.000	04/27/2025	202517	04/25/2025	10.000	04/25/2025	10.000	JBL1	CX07-INT-B1LP-A0	8020	10.000		SFG004081	AD	DIABLO 7		04/27/2025
0072943542	00010	000006339585	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/10/2024	04/25/2025	2.000	0.000	2.000	04/27/2025	202517	04/25/2025	2.000	04/25/2025	2.000	JBL1	CX07-INT-B1LP-A0	8020	2.000		SFG004081	AD	DIABLO 7		04/27/2025
0072946955	00010	000006347198	ZP58	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/15/2024	05/26/2025	14.000	10.000	4.000	06/01/2025	202522	05/26/2025	14.000	05/26/2025	14.000	JBL1	CX07-INT-B1LP-A0	8020	14.000		SFG004081	AD	DIABLO 7		10/22/2024
0072946955	00030	000006360178	ZP58	M12	57040.00	1000	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/22/2024	05/26/2025	11.000	0.000	11.000	06/01/2025	202522	05/26/2025	11.000	05/26/2025	11.000	JBL1	CX07-INT-B1LP-A0	8020	11.000		SFG004081	AD	DIABLO 7		10/23/2024
0072946955	00040	000006400999	ZP58	M12	57040.00	1000	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	11/12/2024	05/26/2025	7.000	0.000	7.000	06/01/2025	202522	05/26/2025	7.000	05/26/2025	7.000	JBL1	CX07-INT-B1LP-A0	8020	7.000		SFG004081	AD	DIABLO 7		11/13/2024
0072946955	00060	000006443104	ZP58	M12	57040.00	1000	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	12/03/2024	05/26/2025	14.000	0.000	14.000	06/01/2025	202522	05/26/2025	14.000	05/26/2025	14.000	JBL1	CX07-INT-B1LP-A0	8020	14.000		SFG004081	AD	DIABLO 7		12/04/2024
0072954070	00010	000006362703	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/22/2024	04/25/2025	14.000	0.000	14.000	04/27/2025	202517	04/25/2025	14.000	04/25/2025	14.000	JBL1	CX07-INT-B1LP-A0	8020	14.000		SFG004081	AD	DIABLO 7		04/27/2025
0072954071	00010	000006362704	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/22/2024	04/25/2025	3.000	0.000	3.000	04/27/2025	202517	04/25/2025	3.000	04/25/2025	3.000	JBL1	CX07-INT-B1LP-A0	8020	3.000		SFG004081	AD	DIABLO 7		04/27/2025
0072954071	00013	000006519297	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	04/25/2025	7.000	0.000	7.000	04/27/2025	202517	04/25/2025	7.000	04/25/2025	7.000	JBL1	CX07-INT-B1LP-A0	8020	7.000		SFG004081	AD	DIABLO 7		04/27/2025
0072954071	00014	000006577764	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	04/25/2025	59.000	0.000	59.000	04/27/2025	202517	04/25/2025	59.000	04/25/2025	59.000	JBL1	CX07-INT-B1LP-A0	8020	59.000		SFG004081	AD	DIABLO 7		04/27/2025
0072954074	00010	000006362707	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/22/2024	04/25/2025	106.000	0.000	106.000	04/27/2025	202517	04/25/2025	106.000	04/25/2025	106.000	JBL1	CX07-INT-B1LP-A0	8020	106.000		SFG004081	AD	DIABLO 7		04/27/2025
0072954081	00010	000006362714	ZP50	M12	0.00	1	JBL1	SFG004081	JABIL CIRCUIT INDIA PRIVATE	10/22/2024	04/25/2025	11.000	0.000	11.000	04/27/2025	202517	04/25/2025	11.000	04/25/2025	11.000	JBL1	CX07-INT-B1LP-A0	8020	11.000		SFG004081	AD	DIABLO 7		04/27/2025
0072954428	00020	000006519397	ZP50	M12	0.00	1	JBL1	SFG303652	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	04/18/2025	17.000	0.000	17.000	04/20/2025	202516	04/18/2025	17.000	04/18/2025	17.000	JBL1	MT28808A0-FDCF-X	8020	17.000		SFG303652	AD	GALE 5		04/20/2025
0072960948	00011	000006438057	ZP50	M12	31300.00	1000	JBL1	900-9X556-0916-MI0	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	06/20/2025	2.000	0.000	2.000	06/22/2025	202525	06/20/2025	2.000	06/20/2025	2.000	JBL1	SFG303285	8020	2.000		MCX565M-CDUI_C11	AD	GALE 5		11/29/2024
0072960954	00011	000006390656	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	11/07/2024	06/13/2025	617.000	0.000	617.000	06/15/2025	202524	06/13/2025	617.000	06/13/2025	617.000	JBL1	MT28808A0-FDCF-X	8020	617.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00013	000006390658	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	11/07/2024	06/13/2025	2261.000	0.000	2261.000	06/15/2025	202524	06/13/2025	2261.000	06/13/2025	2261.000	JBL1	MT28808A0-FDCF-X	8020	2261.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00014	000006419543	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	06/13/2025	1441.000	0.000	1441.000	06/15/2025	202524	06/13/2025	1441.000	06/13/2025	1441.000	JBL1	MT28808A0-FDCF-X	8020	1441.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00015	000006419549	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	06/13/2025	1441.000	0.000	1441.000	06/15/2025	202524	06/13/2025	1441.000	06/13/2025	1441.000	JBL1	MT28808A0-FDCF-X	8020	1441.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00016	000006419553	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	06/13/2025	173.000	0.000	173.000	06/15/2025	202524	06/13/2025	173.000	06/13/2025	173.000	JBL1	MT28808A0-FDCF-X	8020	173.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00017	000006419557	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	06/13/2025	11.000	0.000	11.000	06/15/2025	202524	06/13/2025	11.000	06/13/2025	11.000	JBL1	MT28808A0-FDCF-X	8020	11.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00018	000006437832	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	06/13/2025	11.000	0.000	11.000	06/15/2025	202524	06/13/2025	11.000	06/13/2025	11.000	JBL1	MT28808A0-FDCF-X	8020	11.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00019	000006437834	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	06/13/2025	11.000	0.000	11.000	06/15/2025	202524	06/13/2025	11.000	06/13/2025	11.000	JBL1	MT28808A0-FDCF-X	8020	11.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00020	000006437838	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	06/13/2025	11.000	0.000	11.000	06/15/2025	202524	06/13/2025	11.000	06/13/2025	11.000	JBL1	MT28808A0-FDCF-X	8020	11.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00021	000006437841	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	06/13/2025	41.000	0.000	41.000	06/15/2025	202524	06/13/2025	41.000	06/13/2025	41.000	JBL1	MT28808A0-FDCF-X	8020	41.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00022	000006447228	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/05/2024	06/13/2025	41.000	0.000	41.000	06/15/2025	202524	06/13/2025	41.000	06/13/2025	41.000	JBL1	MT28808A0-FDCF-X	8020	41.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00023	000006447230	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/05/2024	06/13/2025	41.000	0.000	41.000	06/15/2025	202524	06/13/2025	41.000	06/13/2025	41.000	JBL1	MT28808A0-FDCF-X	8020	41.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00024	000006447233	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/05/2024	06/13/2025	41.000	0.000	41.000	06/15/2025	202524	06/13/2025	41.000	06/13/2025	41.000	JBL1	MT28808A0-FDCF-X	8020	41.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00042	000006464283	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	06/13/2025	11.000	0.000	11.000	06/15/2025	202524	06/13/2025	11.000	06/13/2025	11.000	JBL1	MT28808A0-FDCF-X	8020	11.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00043	000006464284	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	06/13/2025	12.000	0.000	12.000	06/15/2025	202524	06/13/2025	12.000	06/13/2025	12.000	JBL1	MT28808A0-FDCF-X	8020	12.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00044	000006464286	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	06/13/2025	12.000	0.000	12.000	06/15/2025	202524	06/13/2025	12.000	06/13/2025	12.000	JBL1	MT28808A0-FDCF-X	8020	12.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00049	000006480649	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	06/13/2025	56.000	0.000	56.000	06/15/2025	202524	06/13/2025	56.000	06/13/2025	56.000	JBL1	MT28808A0-FDCF-X	8020	56.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00050	000006506520	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	06/13/2025	697.000	0.000	697.000	06/15/2025	202524	06/13/2025	697.000	06/13/2025	697.000	JBL1	MT28808A0-FDCF-X	8020	697.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00051	000006506803	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	06/13/2025	162.000	0.000	162.000	06/15/2025	202524	06/13/2025	162.000	06/13/2025	162.000	JBL1	MT28808A0-FDCF-X	8020	162.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00053	000006535273	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	01/16/2025	06/13/2025	1267.000	0.000	1267.000	06/15/2025	202524	06/13/2025	1267.000	06/13/2025	1267.000	JBL1	MT28808A0-FDCF-X	8020	1267.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00054	000006605373	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	02/17/2025	06/13/2025	690.000	0.000	690.000	06/15/2025	202524	06/13/2025	690.000	06/13/2025	690.000	JBL1	MT28808A0-FDCF-X	8020	690.000		SFG303285	AD	GALE 5		06/15/2025
0072960954	00055	000006612999	ZP50	M12	0.00	1	JBL1	SFG303285	JABIL CIRCUIT INDIA PRIVATE	02/21/2025	06/13/2025	171.000	0.000	171.000	06/15/2025	202524	06/13/2025	171.000	06/13/2025	171.000	JBL1	MT28808A0-FDCF-X	8020	171.000		SFG303285	AD	GALE 5		06/15/2025
0072966278	00010	000006389168	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	11/07/2024	03/13/2026	173.000	0.000	173.000	03/15/2026	202611	03/13/2026	173.000	03/13/2026	173.000	JBL1	CX07-INT-B1LP-A0	8020	173.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00011	000006407898	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	03/13/2026	15.000	0.000	15.000	03/15/2026	202611	03/13/2026	15.000	03/13/2026	15.000	JBL1	CX07-INT-B1LP-A0	8020	15.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00012	000006408044	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	03/13/2026	37.000	0.000	37.000	03/15/2026	202611	03/13/2026	37.000	03/13/2026	37.000	JBL1	CX07-INT-B1LP-A0	8020	37.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00013	000006408047	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	03/13/2026	211.000	0.000	211.000	03/15/2026	202611	03/13/2026	211.000	03/13/2026	211.000	JBL1	CX07-INT-B1LP-A0	8020	211.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00014	000006408050	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	11/15/2024	03/13/2026	13.000	0.000	13.000	03/15/2026	202611	03/13/2026	13.000	03/13/2026	13.000	JBL1	CX07-INT-B1LP-A0	8020	13.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00015	000006419602	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	11/21/2024	03/13/2026	56.000	0.000	56.000	03/15/2026	202611	03/13/2026	56.000	03/13/2026	56.000	JBL1	CX07-INT-B1LP-A0	8020	56.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00016	000006437944	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	12/01/2024	03/13/2026	711.000	0.000	711.000	03/15/2026	202611	03/13/2026	711.000	03/13/2026	711.000	JBL1	CX07-INT-B1LP-A0	8020	711.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00017	000006447283	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	12/05/2024	03/13/2026	247.000	0.000	247.000	03/15/2026	202611	03/13/2026	247.000	03/13/2026	247.000	JBL1	CX07-INT-B1LP-A0	8020	247.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00026	000006464097	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	03/13/2026	270.000	0.000	270.000	03/15/2026	202611	03/13/2026	270.000	03/13/2026	270.000	JBL1	CX07-INT-B1LP-A0	8020	270.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00027	000006464098	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	12/12/2024	03/13/2026	299.000	0.000	299.000	03/15/2026	202611	03/13/2026	299.000	03/13/2026	299.000	JBL1	CX07-INT-B1LP-A0	8020	299.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00028	000006480535	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	03/13/2026	176.000	0.000	176.000	03/15/2026	202611	03/13/2026	176.000	03/13/2026	176.000	JBL1	CX07-INT-B1LP-A0	8020	176.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00029	000006480536	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	12/19/2024	03/13/2026	271.000	0.000	271.000	03/15/2026	202611	03/13/2026	271.000	03/13/2026	271.000	JBL1	CX07-INT-B1LP-A0	8020	271.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00030	000006506399	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	03/13/2026	160.000	0.000	160.000	03/15/2026	202611	03/13/2026	160.000	03/13/2026	160.000	JBL1	CX07-INT-B1LP-A0	8020	160.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00031	000006506400	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	03/13/2026	265.000	0.000	265.000	03/15/2026	202611	03/13/2026	265.000	03/13/2026	265.000	JBL1	CX07-INT-B1LP-A0	8020	265.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00032	000006506401	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	01/03/2025	03/13/2026	78.000	0.000	78.000	03/15/2026	202611	03/13/2026	78.000	03/13/2026	78.000	JBL1	CX07-INT-B1LP-A0	8020	78.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00033	000006519418	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	03/13/2026	10.000	0.000	10.000	03/15/2026	202611	03/13/2026	10.000	03/13/2026	10.000	JBL1	CX07-INT-B1LP-A0	8020	10.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00034	000006519421	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	01/09/2025	03/13/2026	10.000	0.000	10.000	03/15/2026	202611	03/13/2026	10.000	03/13/2026	10.000	JBL1	CX07-INT-B1LP-A0	8020	10.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00035	000006554887	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	03/13/2026	270.000	0.000	270.000	03/15/2026	202611	03/13/2026	270.000	03/13/2026	270.000	JBL1	CX07-INT-B1LP-A0	8020	270.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00036	000006554888	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	01/24/2025	03/13/2026	521.000	0.000	521.000	03/15/2026	202611	03/13/2026	521.000	03/13/2026	521.000	JBL1	CX07-INT-B1LP-A0	8020	521.000		SFG613658	AD	GREMLIN 7		03/29/2026
0072966278	00037	000006577747	ZP50	M12	0.00	1	JBL1	SFG613658	JABIL CIRCUIT INDIA PRIVATE	02/06/2025	03/13/2026	1171.000	0.000	1171.000	03/15/2026	202611	03/13/2026	1171.000	03/13/2026	1171.000	JBL1	CX07-INT-B1LP-A0	8020	1171.000		SFG613658	AD	GREMLIN 7		03/29/2026
